Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Path	File Offset (s)	Begin File	Common Name	Species Code	Confidence	Delta time	Corrected_End_Time	Duration
110	Spectrogram 1	1	332.8857143	335.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	33	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9094	3	36	60
111	Spectrogram 1	1	335.8857143	338.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	36	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9654	3	39	60
112	Spectrogram 1	1	338.8857143	341.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	39	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.8818	3	42	60
113	Spectrogram 1	1	341.8857143	344.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	42	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9975	3	45	60
114	Spectrogram 1	1	344.8857143	347.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	45	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9959	3	48	60
115	Spectrogram 1	1	347.8857143	350.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	48	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9967	3	51	60
116	Spectrogram 1	1	350.8857143	353.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	51	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9994	3	54	60
117	Spectrogram 1	1	353.8857143	356.8857143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	54	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9977	3	57	60
118	Spectrogram 1	1	356.8857143	359.8657143	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_050000.wav	57	BLESTCANTARO_20230101_050000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9361	3	60	60
119	Spectrogram 1	1	365.8628571	368.8628571	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_060000.wav	6	BLESTCANTARO_20230101_060000.wav	Hylorina sylvatica	Hylorina sylvatica	0.7659	3	9	60
120	Spectrogram 1	1	512.8171429	515.8171429	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_090000.wav	33	BLESTCANTARO_20230101_090000.wav	Hylorina sylvatica	Hylorina sylvatica	0.3538	3	36	60
121	Spectrogram 1	1	539.7942857	542.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	0	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9959	3	3	60
122	Spectrogram 1	1	542.7942857	545.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	3	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9807	3	6	60
123	Spectrogram 1	1	545.7942857	548.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	6	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.997	3	9	60
124	Spectrogram 1	1	548.7942857	551.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	9	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9984	3	12	60
125	Spectrogram 1	1	551.7942857	554.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	12	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9991	3	15	60
126	Spectrogram 1	1	554.7942857	557.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	15	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9996	3	18	60
127	Spectrogram 1	1	560.7942857	563.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	21	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9869	3	24	60
128	Spectrogram 1	1	563.7942857	566.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	24	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9836	3	27	60
129	Spectrogram 1	1	566.7942857	569.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	27	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9684	3	30	60
130	Spectrogram 1	1	569.7942857	572.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	30	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9958	3	33	60
131	Spectrogram 1	1	572.7942857	575.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	33	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9953	3	36	60
132	Spectrogram 1	1	575.7942857	578.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	36	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.996	3	39	60
133	Spectrogram 1	1	578.7942857	581.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	39	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9996	3	42	60
134	Spectrogram 1	1	581.7942857	584.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	42	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.999	3	45	60
135	Spectrogram 1	1	584.7942857	587.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	45	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9992	3	48	60
136	Spectrogram 1	1	587.7942857	590.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	48	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9997	3	51	60
137	Spectrogram 1	1	590.7942857	593.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	51	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9992	3	54	60
138	Spectrogram 1	1	593.7942857	596.7942857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	54	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9991	3	57	60
139	Spectrogram 1	1	596.7942857	599.7742857	0	15000	E:\Pedido Marcelo\sylvatica\Audios\BLESTCANTARO_20230101_220000.wav	57	BLESTCANTARO_20230101_220000.wav	Hylorina sylvatica	Hylorina sylvatica	0.9949	3	60	60
